sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,中村 音子,なかむら おとこ,2163071,,,,,,,,,
female,仲嶺 奈里子,なかみね なりこ,2369056,,,,,,,,,
female,鳥居 久美子,とりい くみこ,2425192,,,,,,,,,
female,竹田 恵子,たけだ けいこ,2625050,,,,,,,,,
female,高橋 紀恵,たかはし のりえ,2497469,1969,,,,,,,,
female,志田 奈津帆,しだ なつほ,4416697,,,,,,,,,
female,桜岡 あつこ,さくらおか あつこ,4374758,,,,,,,,,
female,澤崎 アケミ,さわざき あけみ,4164936,,,,,,,,,
female,新川 千華,しんかわ ちはる,4150167,,,,,,,,,
female,島原 夏海,しまばら なつみ,4111634,,,,,,,,,
female,椎名 まこ,しいな まこ,4099705,,,,,,,,,
female,鮭山 未菜美,しゃけやま みなみ,4081216,1991,,,,,,,,
female,仲俣 由菜,なかまた ゆな,5096404,2002,,,,,,,,
female,名川 忍,ながわ しのぶ,4638468,,,,,,,,,
female,南雲 芽依,なぐも めい,4635235,2001,,,,,,,,
female,中西 琴,なかにし こと,4539930,,,,,,,,,
female,永山 椿,ながやま つばき,4396042,2010,,,,,,,,
female,仲沢 のあ,なかざわ のあ,4278326,,,,,,,,,
female,豊岡 んみ,とよおか んみ,4222812,,,,,,,,,
female,七重 八重,ななえ やえ,4134110,2014,,,,,,,,
female,遠山 千雅乃,とおやま ちかの,4112927,,,,,,,,,
female,中島 かつみ,なかじま かつみ,3851466,,,,,,,,,
female,中川 美優,なかがわ みゆう,3789627,,,,,,,,,
female,中野 裕理,なかの ゆり,3730008,,,,,,,,,
female,中村 梨沙,なかむら りさ,3704168,,,,,,,,,
female,永井 美奈,ながい みな,3623631,,,,,,,,,
female,寺島 あかり,てらしま あかり,3530598,,,,,声優・アイドル・歌手,,{{JPN}}・東京都,{{生年月日と年齢||5|6}},
female,富山 えり子,とみやま えりこ,3092214,,,,,,,,,
female,永野 希,ながの のぞみ,3078997,,O型,,,シンガーソングライター作詞家,,,7月13日,
female,仲川 いずみ,なかがわ いずみ,3053785,,,,,,,,,
female,中條 サエ子,なかじょう さえこ,2702866,1964,,,,,,,,
female,椿 かおり,つばき かおり,2632051,,,,,,,,,
female,登代 春枝,とよ はるえ,2533649,,,,,,,,,
female,七瀬 美菜,ななせ みな,2476653,,,,,,,,,
female,篠原 なるみ,しのはら なるみ,4030120,,,,,,,,,
female,清水 美砂子,しみず みさこ,3896239,,,,,,,,,
female,杉林 陽子,すぎばやし ようこ,3851471,,,,,,,,,
female,志村 忍,しむら しのぶ,3787067,,,,,,,,,
female,柴崎 紀美,しばさき きみ,3782716,,,,,,,,,
female,新保 広恵,しんぼ ひろえ,3623653,,,,,,,,,
female,三枝 美恵子,さえぐさ みえこ,3508119,1951,,,,,,,,
female,椎名 桂子,しいな けいこ,3498785,,,,,,,,,
female,篠崎 雅美,しのざき まさみ,3252050,,,,,,,,,
female,佐藤 亜美,さとう あみ,3219398,,,,,,,,,
female,汐月 しゅう,しおつき しゅう,2785362,,,,,,,,,
female,川村 ゆい,かわむら ゆい,4469909,,,,,,,,,
female,妃咲 歩美,きさき あゆみ,4459188,,,,,,,,,
female,片桐 尚美,かたぎり なおみ,4456770,,,,,,,,,
female,木下 朝実,きのした あさみ,4307304,1997,,,,,,,,
female,亀岡 涼子,かめおか りょうこ,4149419,,,,,,,,,
female,上久保 慶子,かみくぼ けいこ,4116993,,,,,,,,,
female,風谷 南友,かぜたに なゆ,3769725,,,,,,,,,
female,叶 絵里奈,かのう えりな,3757308,,,,,,,,,
female,河上 英里子,かわかみ えりこ,3734334,1998,,,,,,,,
female,柑野 夏希,かんの なつき,3580336,,,,,,,,,
female,川合 玉江,かわい たまえ,3559540,2004,,,,,,,,
female,佳波 芽依,かなみ めい,3531401,,,,,,,,,
female,木村 日翠,きむら ひすい,3529640,,,,,,,,,
female,かとう 有花,かとう ゆか,3300025,,,,,,,,,
female,川渕 かおり,かわぶち かおり,2875667,,,,,,,,,
female,喜代原 まり,きよはら まり,2834965,,,,,,,,,
female,木村 なおみ,きむら なおみ,2585173,,,,,,,,,
female,清川 はやみ,きよかわ はやみ,2568144,,,,,,,,,
female,川本 絢子,かわもと あやこ,2519270,,,,,,,,,
female,希山 明里,きやま あかり,2282615,,,,,,,,,
female,岩根 忍,いわね しのぶ,141727,1981,,,,,,大阪府大阪市,{{生年月日と年齢|1981|3|16}},
female,石橋 幸緒,いしばし さちお,197306,1980,,,,,,東京都小金井市,{{生年月日と年齢|1980|11|25}},
female,野口 絵美,のぐち えみ,265161,1956,,,,,,,,
female,安食 総子,あじき ふさこ,598722,1974,,,,,,東京都武蔵野市,{{生年月日と年齢|1974|5|2}},
female,井道 千尋,いどう ちひろ,832108,1988,,,,,,石川県珠洲市,{{生年月日と年齢|1988|5|21}},
female,伊奈川 愛菓,いながわ まなか,1008430,1991,,,,,,千葉県木更津市,{{生年月日と年齢|1991|3|29}},
female,大庭 美夏,おおば みか,1036293,1969,,,,,,静岡県沼津市,{{生年月日と年齢|1969|8|1}},
female,甲斐 智美,かい ともみ,1058413,1983,,,,,,石川県七尾市,{{生年月日と年齢|1983|5|30}} |||||}} -->,
female,大庭 美樹,おおば みき,1060016,1971,,,,,,静岡県沼津市,{{生年月日と年齢|1971|1|12}},
female,鹿野 圭生,かの たまお,1060035,1961,,,,,,香川県高松市,{{生年月日と年齢|1961|11|1}},
female,上川 香織,うえかわ かおり,1112664,1974,,,,,,広島県安芸郡下蒲刈町,{{生年月日と年齢|1974|7|30}},
female,神田 真由美,かんだ まゆみ,1120323,1957,,,,,,福岡県北九州市,{{生年月日と年齢|1957|10|11}},
female,西墻 由香,にしがき ゆか,1139226,,,,,,,,,
female,伊藤 明日香,いとう あすか,1166190,1982,,,,,,東京都渋谷区,{{生年月日と年齢|1982|3|16}},
female,植村 真理,うえむら まり,1166490,1969,,,,,,香川県高松市,{{生年月日と年齢|1969|3|16}},
female,上田 初美,うえだ はつみ,1215309,1988,,,,,,東京都小平市,{{生年月日と年齢|1988|11|16}},
female,飯野 愛,いいの あい,1540352,1986,,,,,,{{JPN1947}} 東京都世田谷区{{R|shogi}},{{生年月日と年齢|1986|11|17}},
female,香川 愛生,かがわ まなお,1552979,1993,,,,,,東京都調布市{{Cite news|url=https://www.shogi.or.jp/player/lady/40.html|title=香川愛生 Manao Kagawa|newspaper=公益社団法人日本将棋連盟|accessdate=2018-01-18}}{{Cite news|url=https://x.com/MNO_shogi/status/953948245121646593|title=【ご報告】|newspaper=@MNO_shogi|date=2018-01-18|accessdate=2018-01-18}},{{生年月日と年齢|1993|4|16}},
female,西村 奈央,にしむら なお,1597452,,,,,,,,,
female,清水 市代,しみず いちよ,165373,1969,,,,,,東京都東村山市,{{生年月日と年齢|1969|1|9}},
female,中井 広恵,なかい ひろえ,184954,1969,,,,,,北海道稚内市,{{生年月日と年齢|1969|6|24}},
female,蛸島 彰子,たこじま あきこ,205067,1946,,,,,,東京都杉並区,{{生年月日と年齢|1946|3|19}},
female,高橋 和,たかはし やまと,217457,1976,,,,,,神奈川県藤沢市,{{生年月日と年齢|1976|6|17}},
female,坂東 香菜子,ばんどう かなこ,217773,1986,,,,,,大阪府{{Cite web|和書|url=http://bankana.cocolog-nifty.com/about.html|title=坂東 香菜子 プロフィール|accessdate=2018-03-10}},{{生年月日と年齢|1986|3|31}},
female,斎田 晴子,さいだ はるこ,217838,1966,,,,,,神奈川県横須賀市,1966年{{月日|12|04}}（{{年数|1966|12|04}}歳）,
female,千葉 涼子,ちば りょうこ,255769,1980,,,,,,富山県中新川郡上市町,{{生年月日と年齢|1980|4|21}},
female,鈴木 環那,すずき かんな,356522,1987,,,,,,千葉県富津市,{{生年月日と年齢|1987|11|5}},
female,北尾 まどか,きたお まどか,522173,1980,,,,,,{{JPN1947}}・東京都目黒区{{Cite web ja |url=https://www.shogi.or.jp/column/2018/07/lawson07.html#:~:text=*%20%E6%97%A5%E6%9C%AC%E5%B0%86%E6%A3%8B%E9%80%A3%E7%9B%9F%20*%20%E4%B8%96%E7%95%8C%E5%90%84%E5%9B%BD%E3%81%AE%E5%A4%A7%E4%BA%BA%E3%82%82%E3%83%8F%E3%83%9E%E3%82%8B%E3%80%8C%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E3%81%97%E3%82%87%E3%81%86%E3%81%8E%E3%80%8D%E3%82%92%E4%BD%9C%E3%81%A3%E3%81%9F%E3%81%8D%E3%81%A3%E3%81%8B%E3%81%91%E3%81%A8%E3%81%AF%EF%BC%9F%20%E5%8C%97%E5%B0%BE%E3%81%BE%E3%81%A9%E3%81%8B%E5%A5%B3%E6%B5%81%E4%BA%8C%E6%AE%B5%E3%81%AB%E8%81%9E%E3%81%8F%E3%80%81%E5%88%B6%E4%BD%9C%E7%A7%98%E8%A9%B1%E3%80%90%E5%A5%B3%E6%B5%81%E6%A3%8B%E5%A3%AB%E3%81%A8%E3%83%87%E3%82%B6%E3%83%BC%E3%83%88%E3%80%91 |title=世界各国の大人もハマる「どうぶつしょうぎ」を作ったきっかけとは？北尾まどか女流二段に聞く、制作秘話【女流棋士とデザート】 |website=日本将棋連盟 |date=2018-07-09 |accessdate=2026-03-23 }},{{生年月日と年齢|1980|1|21}},
female,関根 紀代子,せきね きよこ,581150,1940,,,,,,群馬県前橋市,{{生年月日と年齢|1940|12|15}},
female,中倉 彰子,なかくら あきこ,595478,1977,,,,,,東京都府中市,{{生年月日と年齢|1977|3|2}},
female,中倉 宏美,なかくら ひろみ,598790,1979,,,,,,東京都府中市,{{生年月日と年齢|1979|1|26}},
female,谷川 治恵,たにかわ はるえ,1007123,1954,,,,,,埼玉県,{{生年月日と年齢|1954|2|9}},
female,島井 咲緒里,しまい さおり,1034469,1980,,,,,,高知県南国市,{{生年月日と年齢|1980|5|15}},
female,寺下 紀子,てらした のりこ,1038758,1940,,,,,,東京都大田区,{{生年月日と年齢|1940|06|20}},
female,多田 佳子,ただ よしこ,1038777,1942,,,,,,,,
female,竹部 さゆり,たけべ さゆり,1057124,1978,,,,,,神奈川県逗子市,{{生年月日と年齢|1978|6|4}},
female,福崎 睦美,ふくさき むつみ,1119772,1958,,,,,,,,
female,中村 真梨花,なかむら まりか,1120451,1987,,,,,,神奈川県藤沢市,{{生年月日と年齢|1987|5|20}},
female,林 まゆみ,はやし まゆみ,1166221,1968,,,,,,大阪府堺市,{{生年月日と年齢|1968|12|31}},
female,岩崎 夏子,いわさき なつこ,4913127,2011,,,,,,奈良県生駒市,2011年{{月日|07|20|on}}（{{年数|2011|07|20}}歳）,
female,伊藤 真央,いとう まお,4848907,2009,,,,,,神奈川県川崎市,2009年{{月日|06|03|on}}（{{年数|2009|06|03}}歳）,
female,磯谷 祐維,いそや ゆい,4820941,2003,,,,,,岐阜県各務原市,2003年{{月日|01|15|on}}（{{年数|2003|01|15}}歳）,
female,今井 絢,いまい あや,4728954,2001,,,,,,愛知県名古屋市,2001年{{月日|10|25|on}}（{{年数|2001|10|25}}歳）,
female,梅津 美琴,うめづ みこと,4617075,2007,,,,,,東京都文京区,{{生年月日と年齢|2007|09|01}},
female,鎌田 美礼,かまだ みれい,4587476,2008,,,,,,茨城県取手市,2008年{{月日|06|24|on}}（{{年数|2008|06|24}}歳）,
female,岩佐 美帆子,いわさ みほこ,4508822,2005,,,,,,岐阜県岐阜市,2005年{{月日|08|15|on}}（{{年数|2005|08|15}}歳）,
female,野中 深愛,のなか みお,4488450,,,,,,,,,
female,竹内 優月,たけうち ゆづき,4900749,2011,,,,,,東京都中央区,2011年{{月日|01|05|on}}（{{年数|2011|01|05}}歳）,
female,崎原 知宙,さきはら ちひろ,4848354,2001,,,,,,大阪府大阪市,2001年{{月日|08|29|on}}（{{年数|2001|08|29}}歳）,
female,砂原 奏,すなはら かなで,4821008,2006,,,,,,千葉県船橋市,2006年{{月日|12|23|on}}（{{年数|2006|12|23}}歳）,
female,久保 翔子,くぼ しょうこ,4668862,2006,,,,,,大阪府大阪市,2006年{{月日|01|12|on}}（{{年数|2006|01|12}}歳）,
female,木村 朱里,きむら じゅり,4602479,2008,,,,,,滋賀県高島市,2008年{{月日|07|11|on}}（{{年数|2008|07|11}}歳）,
female,榊 菜吟,さかき なな,4585163,2003,,,,,,大阪府大阪市,2003年{{月日|11|12|on}}（{{年数|2003|11|12}}歳）,
female,中 七海,なか ななみ,4221498,1998,,,,,,兵庫県,1998年{{月日|08|07|on}}（{{年数|1998|08|07}}歳）,
female,野原 未蘭,のはら みらん,4185339,2003,,,,,,富山県富山市,{{生年月日と年齢|2003|8|4}},
female,田中 沙紀,たなか さき,3796602,1994,,,,,,石川県金沢市,1994年{{月日|11|18|on}}（{{年数|1994|11|18}}歳）,
female,西山 朋佳,にしやま ともか,3794364,1995,,,,,,大阪府大阪狭山市,{{生年月日と年齢|1995|6|27}},
female,武富 礼衣,たけどみ れい,3425096,1999,,,,,,佐賀県佐賀市,1999年{{月日|05|25|on}}（{{年数|1999|05|25}}歳）,
female,中澤 沙耶,なかざわ さや,3198552,1996,,,,,,愛知県一宮市,{{生年月日と年齢|1996|5|14}},
female,塚田 恵梨花,つかだ えりか,3063573,1998,,,,,,東京都杉並区,{{生年月日と年齢|1998|8|27}},
female,高浜 愛子,たかはま あいこ,2929147,1984,,,,,,大阪府大阪市福島区,1984年{{月日|10|02|on}}（{{年数|1984|10|02}}歳）,
female,北村 桂香,きたむら けいか,2809576,1995,,,,,,京都府宇治市,{{生年月日と年齢|1995|11|14}},
female,林葉 直子,はやしば なおこ,2733113,1968,,,,,,福岡県福岡市中央区,{{生年月日と年齢|1968|1|24}},
female,羽永 共子,はなが ともこ,284445,,,,,,,,,
female,小池 葵,こいけ あおい,389041,1977,,160cm,54kg,,,,{{birth date and age|1977|11|25}},{{JPN}}
female,花影 アリス,はなかげ ありす,431945,,,,,,,,,
female,早勢 美里,はやせ みさと,887123,1977,,,,,,,,
female,延近 由美,のぶちか ゆみ,906689,,,,,,,,,
female,藤田 綾,ふじた あや,1039918,1987,,,,,,東京都大田区,{{生年月日と年齢|1987|3|24}},
female,藤田 麻衣子,ふじた まいこ,1112582,,,,,,,愛知県豊田市,{{生年月日と年齢|1973|8|3}},
female,春江 ふかみ,はるえ ふかみ,1741544,1926,,,,,,,,
female,浅井 未来,あさい みく,1759032,1986,,,,,,,,
female,廣澤 沙綾,ひろさわ さあや,1957860,1984,,,,,,,,
female,尾澤 聖子,おざわ せいこ,2154369,,,,,水上オートバイ選手,,{{Flagicon|JPN}} 静岡県掛川市,,
female,灰谷 えみ,はいたに えみ,2200722,,,,,,,,,
female,原 奈津季,はら なつき,2503134,,,,,,,,,
female,新井 貴子,いながき きこ,2506213,1990,,,,,,,,
female,野村 ユキ,のむら ゆき,2666003,,,,,,,,,
female,野村 涼子,のむら りょうこ,2725469,,,,,,,,,
female,福間 香奈,ふくま かな,2733137,1992,,,,,,島根県出雲市,{{生年月日と年齢|1992|3|2}},
female,橋本 美佳,はしもと みか,2766781,,,,,,,,,
female,花 奈澪,はなな みお,2778182,,,,,,,,,
female,竹俣 紅,たけまた べに,2214576,1998,,,,,,東京都,{{生年月日と年齢|1998|6|27}},
female,松岡 恵美,まつおか めぐみ,744752,,,,,,,,,
female,藤井 かほり,ふじい かおり,997154,,,,,,,,,
female,広江 美奈,ひろえ みな,1011023,,,,,,,,,
female,福田 裕子,ふくだ ひろこ,1420071,,,,,,,,,
female,松井 紀美江,まつい きみえ,1444002,1953,,,,,,,,
female,日和佐 裕子,ひわさ ゆうこ,1457020,,,,,,,,,
female,舞羽 美海,まいはね みみ,1580192,,,,,,,,,
female,古河 佳子,ふるかわ けいこ,1606890,,,,,,,,,
female,二木 智耶子,ふたつぎ ちやこ,1637413,,,,,,,,,
female,深森 らえる,ふかもり らえる,1688730,,,,,,,,,
female,堀江 真理子,ほりえ まりこ,1722348,,,,,,,,,
female,久行 敬子,ひさゆき よしこ,1722907,,,,,,,,,
female,藤里 美保,ふじさと みほ,1797990,,,,,,,,,
female,祝 龍実,ほうり めぐみ,1897675,,,,,,,,,
female,真 寿美,ますみ ,2132420,,,,,,,,,
female,本城 ゆき,ほんじょう ゆき,2218328,,,,,,,,,
female,緋櫻 陽子,ひざくら ようこ,2681514,,,,,,,,,
female,原田 花埜,はらだ はなの,5123848,2010,,,,,,,,
female,花柳 のぞみ,はなやぎ のぞみ,4885646,1995,,,,,,,,
female,丸山 小百合,まるやま さゆり,4766995,1975,,,,,,,,
female,橋本 侑季,はしもと ゆうき,4679524,,,,,,,,,
female,春木 ひなた,はるき ひなた,4673489,,,,,,,,,
female,平木 啓子,ひらき けいこ,4652209,1963,,,,,,{{JPN}}・北海道岩見沢市,{{生年月日と年齢|1963|6|15}},{{JPN}}
female,半沢 ありさ,はんざわ ありさ,4425744,,,,,,,,,
female,廣瀬 菜都美,ひろせ なつみ,5101686,1992,,,,,,,,
female,緋 真煉,ひさな ねる,5065485,1991,,,,,,,,
female,廣住 沙紀,ひろずみ すき,5046941,1997,,,,女優、モデル,,[出身地],1997年11月12日,{{JPN}}、静岡県
female,本条 舞,ほんじょう まい,5023707,,,,,,,,,
female,藤丸 千,ふじまる せん,4968145,1994,,,,,,,,
female,平岡 みなみ,ひらおか みなみ,4829338,,,,,,,,,
female,広瀬 みのり,ひろせ みのり,4620231,,O型,,,ボーカリスト,,{{JPN}},9月8日,
female,布勢 真穂,ふせ まほ,4617538,,,,,,,,,
female,古谷 佳乃,ふるや よしの,4539397,,,,,,,,,
female,古田 瑞貴,ふるた みずき,4460843,1999,,,,,,,,
female,藤井 美穂,ふじい みほ,4257338,,,,,,,,,
female,藤原 マンナ,ふじわら マンナ,4204793,,,165cm,48kg,歌手、女優、パフォーマー,,{{JPN}}・東京都,,
female,雛形 羽衣,ひながた うい,4183292,,,,,,,,,
female,星川 恵美,ほしかわ えみ,4100364,,,,,,,,,
female,牧田 佳歩,まきた かほ,4029804,,,,,,,,,
female,堀越 せな,ほりこし せな,3919276,,,,,,,,,
female,藤崎 里菜,ふじさき りな,3896866,1989,,,,,,,,
female,藤田 あずさ,ふじた あずさ,3875363,,,,,,,,,
female,松城 ゆきの,まつき ゆきの,3699498,,,,,,,,,
female,比嘉 セリーナ,ひが セリーナ,3593452,,,,,,,,,
female,舞川 みやこ,まいかわ みやこ,3586676,,,,,,,,,
female,帆純 まひろ,ほずみ まひろ,3279899,1996,,,,,,,,
female,政木 ゆか,まさき ゆか,3114769,,,,,,,,,
female,妃白 ゆあ,ひしろ ゆあ,2941498,,,,,,,,,
female,槙乃 萌美,まきの もえみ,2783914,1988,,,,,,,,
